DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",OK,22,180007.1364,35815.63636,28707.90909
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",CT,23,133695.1739,33425.34783,28031.3913
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NJ,24,194680.5833,33326.375,26143.45833
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",IA,27,89459.18519,28388.59259,22058.77778
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",WA,30,95267.73333,31501.2,26457.63333
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MS,34,86716.05882,28623.76471,25181.88235
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MD,37,66534.75676,61471.27027,58419.86486
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",LA,39,104161.1795,30893.66667,24011.15385
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",GA,43,93098.34884,25835.93023,23249.34884
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",KY,43,99438.95349,28318.67442,21981.46512
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",WI,46,102158.2174,31778.3913,23975.17391
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MA,51,92101.15686,35260.86275,31775.5098
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",IN,52,99282.01923,24358.90385,21304.30769
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MN,52,69557.26923,30904.32692,22742.76923
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",TN,56,113858.6429,24323.64286,22246.32143
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",VA,56,128845.8929,33458.42857,26360.73214
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",AL,61,115890.3279,22296.13115,19039.78689
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",OH,64,105899.5156,26353.17188,23304.45313
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MI,72,76584.18056,31641.875,23868.09722
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MO,72,111647.6667,28825.125,22616.63889
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",IL,87,126894.8391,31104.7931,26264.95402
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",TX,88,116339.8636,30355.44318,21685.51136
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NY,99,111293.697,34950.66667,28566.85859
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",FL,104,150604.2981,23754.15385,21821.60577
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NC,108,78926.24074,28509.99074,22043.5
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",PA,114,173267.2193,32670.26316,24562.53509
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",CA,129,209123.5271,39649.83721,34972
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",NJ,11,100847.0909,20670.63636,18637.45455
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",SC,12,60936,17153.33333,11799.16667
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",AZ,13,66874.23077,18597.07692,14857.69231
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",KS,13,94623.92308,20711.92308,11804.15385
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MD,13,39514.15385,36422.61538,35307.53846
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",NE,13,63870.15385,15605.23077,12401.92308
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",WA,13,50725.76923,25689.92308,13963.30769
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MN,14,49336,17634.85714,15905.92857
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",LA,16,93733.1875,17653.5625,14986.25
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",VA,16,80710.125,20400.3125,13947.1875
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",AR,17,50893.52941,16600.82353,13555.23529
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",OH,17,99946.88235,19692.35294,16993.23529
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",AL,19,86656.21053,14930.63158,12582.10526
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",TN,20,58493.85,14486.9,13301.4
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",GA,23,65294.56522,16557.21739,15513.21739
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",IN,23,85924.86957,19720.26087,14727.82609
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MO,23,49932.30435,15284.95652,12925.13043
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",KY,24,67526.70833,19393.45833,16012.16667
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MA,26,74489.96154,21948.76923,19145.30769
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",IL,27,79169.85185,21024.81481,17936.37037
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",NC,39,58627.12821,18044.58974,14103.61538
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MI,41,51009.2439,18737.29268,14507.09756
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",TX,41,56336.90244,16096.80488,14080.95122
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",FL,45,91986.24444,14776.24444,13370.93333
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",NY,50,62645.46,21593.2,17076.6
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",PA,52,118468.1154,20655.88462,16797.40385
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",CA,53,148672.6604,28187.67925,24285.09434
014 - ALLOGENEIC BONE MARROW TRANSPLANT,UT,11,267229.7273,110157,106619.5455
014 - ALLOGENEIC BONE MARROW TRANSPLANT,AL,13,540616.4615,101789.3846,99401.84615
014 - ALLOGENEIC BONE MARROW TRANSPLANT,OR,14,203678.2143,98984.14286,86896.14286
014 - ALLOGENEIC BONE MARROW TRANSPLANT,VA,15,343381.6,135254.3333,69172.4
014 - ALLOGENEIC BONE MARROW TRANSPLANT,KS,16,307220.75,74649.125,65200.8125
014 - ALLOGENEIC BONE MARROW TRANSPLANT,FL,18,458250.6667,115582.5,82395.22222
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MN,20,380803.35,140194.65,118600.7
014 - ALLOGENEIC BONE MARROW TRANSPLANT,NC,21,430091.0952,137405.7143,114625.9524
014 - ALLOGENEIC BONE MARROW TRANSPLANT,GA,22,254535.0909,94758.95455,89317.27273
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MD,23,99900.30435,95592.3913,91115.21739
014 - ALLOGENEIC BONE MARROW TRANSPLANT,AZ,26,341446.9615,111464.4231,92231.03846
014 - ALLOGENEIC BONE MARROW TRANSPLANT,CO,26,478194.4615,103562.6154,94751.88462
014 - ALLOGENEIC BONE MARROW TRANSPLANT,WI,28,260957.1071,110721.6786,80180.39286
014 - ALLOGENEIC BONE MARROW TRANSPLANT,NJ,29,422172.4138,104198.7241,74309.96552
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MI,32,325290.5,131201.75,105007.7813
014 - ALLOGENEIC BONE MARROW TRANSPLANT,PA,37,634023.2432,134323.1081,105922.2703
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MO,42,300223.619,99542.7619,86423.92857
014 - ALLOGENEIC BONE MARROW TRANSPLANT,IL,43,505978.186,155960.4651,114570.4186
014 - ALLOGENEIC BONE MARROW TRANSPLANT,TX,43,463999.9767,108006.0698,89551.62791
014 - ALLOGENEIC BONE MARROW TRANSPLANT,CA,58,661484.1552,152092.4655,131656.431
014 - ALLOGENEIC BONE MARROW TRANSPLANT,NY,60,471770.4167,156065.8833,106373.3167
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MA,106,292374.9717,115530.7642,103103.9717
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NH,11,125138.2727,58384.72727,46861.09091
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,LA,12,339688.0833,64182.25,39007.83333
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,KY,13,309092.8462,66855.53846,59447.07692
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MS,13,228597.8462,68938.46154,59717.30769
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,SC,17,119135.4706,47331.52941,42680.29412
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,UT,18,143459.5,48661.61111,45509.66667
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,WA,19,215933.3684,62010.73684,48016.10526
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,OK,23,169578.8261,56952.91304,39197.3913
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,IA,24,190855.2083,65974.125,46053.58333
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NE,24,190663.7917,58153.16667,45698.875
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MD,26,75200,69291.38462,68434.76923
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,AR,28,285020.2857,92054.78571,75645
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,AL,30,212911.8333,45716.63333,35863.26667
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,CO,32,312908.8125,59807.8125,53939.625
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,OR,32,135241.3125,59276.375,49794.59375
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,IN,33,208117.2727,56100.36364,50512.06061
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,VA,35,178687.3429,65436.54286,40961.65714
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,TN,36,177127.1389,40243.80556,34861.41667
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,KS,39,149104.7949,38936.38462,38070.74359
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MN,40,117863.275,52298.875,45864
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,OH,42,178869.2619,49500.14286,41208.07143
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,FL,44,229532.6364,62189.18182,39357.79545
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NC,46,133459.5435,58580.93478,44072.67391
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,WI,53,158704.0377,60428.79245,50401.62264
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,AZ,57,151639.6316,47098.2807,37516.87719
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MO,69,164437.3623,53737.76812,48056.11594
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NJ,69,233295.8261,52567.52174,49708.24638
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,GA,70,119001.4429,46365.62857,40467.52857
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MA,84,191594.5714,64841.77381,57063.2381
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MI,87,133224.3333,54229.08046,43803.10345
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,PA,96,274926.3646,69810.41667,52392.01042
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NY,104,248946.9712,74168.15385,60530.02885
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,TX,107,223866.8598,46864.59813,40083.85047
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,CA,120,392573.3833,83838.25833,69909.15
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,IL,122,188798.1967,62319.32787,48741.14754
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,AL,11,195926.8182,40938,24230.54545
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,CA,11,339296.8182,51940.63636,46785.90909
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,AZ,15,61001,25748.2,24687.06667
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,TX,17,150511.0588,33169.94118,24992.41176
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,PA,18,160120.0556,47740,31778.83333
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,SC,19,64357.78947,34449.94737,31181.05263
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NE,11,255398.5455,82109.45455,64988.81818
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,WV,12,210483.5,71934.33333,66144.66667
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MS,13,175688.6154,74289.84615,67952.46154
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,KY,14,282102.9286,70440.35714,66721
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MD,14,119984.5714,110545.3571,109770.5
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,OR,15,230600.1333,87852.86667,76866.53333
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,KS,17,209135.7647,57621.23529,56697.05882
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,OK,17,361526.2941,73510.41176,69774.23529
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,AZ,18,300354.9444,80476.77778,66152.05556
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,CO,19,514524.1053,86034.47368,81582.78947
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,WI,19,274175.9474,96391.89474,90161.26316
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,CT,20,335473.8,103472.05,81810.65
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,LA,20,261243.5,74274.5,66658.7
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NV,20,460614.45,73066.75,65828.1
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,AR,21,235016.3333,63776.47619,61205.71429
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,IN,22,274727.4091,68777.36364,65540.77273
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,AL,26,256688.4231,68193.65385,55529.19231
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,SC,26,251930.8846,86865.46154,78936.92308
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MA,30,292890.2,101836.6667,97004.93333
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NJ,33,472404.9697,80765.54545,77227.0303
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MN,34,290542.2941,91700.85294,74577.70588
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,GA,35,235327.8571,69258.65714,64187.2
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MO,41,246255.7317,69020.73171,66223.95122
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NC,43,226356.1395,75990.65116,65991.30233
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,TN,45,215739.9556,58353.55556,56995.97778
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,WA,47,420199.5532,107339.1702,91891.61702
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MI,51,223591.5882,76545.47059,72605.54902
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,VA,57,267785.9474,78735.05263,64045.75439
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,OH,58,292000.5862,81903.12069,64930.7069
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,PA,59,423486.9492,84204.69492,73187.35593
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,IL,69,318504.4203,83836.08696,74564.55072
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,TX,85,301953.0588,72428.83529,63589.61176
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,FL,87,340031.6092,68143.43678,65455.26437
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NY,98,308349.8265,99303.11224,82174.61224
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,CA,137,616037.8394,119097.073,106870.1314
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,MN,11,215583.5455,58352.45455,55481.63636
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,NC,11,165134.1818,50898.45455,45098.63636
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,PA,11,332696.2727,58238.81818,51139.63636
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,IN,12,141739.4167,44728.16667,42029.25
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,WA,13,219426.6154,63656.46154,61036.46154
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,VA,15,226130.3333,62708.73333,44217.8
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,MA,16,213847.1875,71200.3125,66847.5625
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,OH,18,212913.9444,54748.94444,44277.61111
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,FL,23,221582.6522,45903.08696,42508.30435
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,IL,27,277663,71578.51852,56067.44444
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,TX,29,214961,44231.34483,41357.7931
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,CA,32,389638.3125,69277.9375,63653.96875
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,NY,32,269374.2813,77091.4375,55747.875
022 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W/O CC/MCC,FL,12,165335,33881.58333,32005
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,VT,12,95604.16667,43311.16667,40889.66667
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,MT,13,101417.4615,31266.30769,30185.15385
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,RI,13,117036.3077,45082.84615,39695.46154
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,HI,16,101894.4375,55383.375,49003.0625
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,ND,16,95285.5625,32990.5625,31631.8125
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NM,16,132560.25,45295.125,42350
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NH,20,126269.85,52379.5,45870.65
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,ME,22,103399.5,38914.22727,37158.68182
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,ID,25,94830.76,33827.84,32810.84
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,SD,25,106724.12,34894.76,31779.2
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,DC,27,210831.3704,62455.81481,47091.66667
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NE,31,130033.3226,40808.12903,36861.41935
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,DE,38,86517,40726.18421,36033.89474
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,UT,42,92599.7619,37600.92857,33783.88095
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,WV,49,111826.2245,38941.38776,34485.79592
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,IA,52,111554.6346,42815.23077,33570.07692
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,AR,53,144114.3208,39485.39623,33701.13208
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NV,53,301741.7736,41537.96226,36640.62264
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,OR,54,123651.5741,45523.77778,43181.11111
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,KS,60,175990.0167,34744.26667,32618.4
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,MS,60,152835.05,40412.86667,37285.98333
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,OK,65,175722.6923,37019.06154,33880.67692
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,CT,67,164562.2388,52120.8806,47811.71642
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,IN,75,127514.7733,35702.93333,31674.78667
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,CO,84,237264.369,40236.08333,36210.4881
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,LA,88,152683.5227,38122.48864,33277.47727
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,MD,94,54574.14894,51544.38298,46410.82979
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,AL,107,136394.0374,30872.40187,28869.75701
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,SC,107,133563.3458,41270.7757,34134.05607
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,WI,111,132401.7838,42851.68468,38474.24324
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,KY,113,151694.1416,38903.97345,31379.47788
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,AZ,115,164054.4957,39287.46957,36242.50435
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,WA,130,167961.1385,45395.21538,41059.5
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,MA,150,137963.6733,52187.26,46584.10667
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,MN,155,123433.5226,40933.3871,38378.41935
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,VA,174,131465.6034,39944.62069,34625.41379
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NJ,177,274508.2429,43806.40678,39916.58757
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,TN,184,121076.8098,32970.20109,29047.13043
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NC,188,118518.7979,40661.25532,35050.79255
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,MO,192,127534.6823,34623.41146,31312.84375
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,GA,226,153124.0133,38714.84513,33947.22124
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,MI,231,109391.3896,40497.42424,35832.17316
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,OH,241,155151.7095,40651.62241,34907.37344
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,IL,267,174181.2172,42432.25094,36448.68914
