DRG Definition,Provider State, Total Discharges ,Average Covered Charges,Average Total Payments,Average Medicare Payments
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",OR,20,137414.1,57982.05,45347.7
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",AR,23,84976.09,30399.7,27465.43
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",IA,27,107702.96,36342.19,34513.74
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",KY,27,110216.81,35335.89,31963.67
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",AL,29,199499.34,38306.34,35226.69
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",CT,29,217814.83,53461.1,48820.1
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",WI,29,107974.62,38044.83,33811.34
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",AZ,32,156198.44,42975.81,34655.5
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NJ,33,231729.03,39655.33,36898.88
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MD,34,80360.68,74369.53,69039.53
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",IN,37,119392.97,33265.81,30057.22
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",VA,40,221956.58,55409.7,49569.83
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",WA,41,177819.78,51850.27,47009.59
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",SC,43,177910.65,45532.35,40291.79
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",LA,48,146357.83,42560.21,33654.85
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MA,50,106407.68,45837.66,42091.26
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",GA,53,125201.21,34109.04,33061.74
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",TN,58,141901.29,35300.48,28096.81
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MO,60,110542.88,33444.1,29800.3
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",IL,65,169491.43,42786.35,37384.72
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MI,66,100819.74,42628.88,36722.77
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NC,72,114630.89,39953.69,33146.94
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",OH,84,144879.38,39780.35,34400.79
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",PA,85,247678.22,44602.47,37903.69
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",TX,87,182557.87,36045.6,32309.51
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",CA,95,403337.72,74027.02,62231.46
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NY,113,176176.97,51220.4,45931.64
"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",FL,133,229183.25,41209.57,34670.41
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",SD,11,108272.82,23927.18,22151.64
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NH,12,121948.58,32151,29288.25
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",WV,14,80673.5,25353.29,22116.71
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",UT,15,86213.6,32305.8,23462.27
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",DC,16,170609.31,35158.13,29829.81
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",AR,17,61994.76,24030,18367.65
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",CO,20,159606.85,27565.85,23363
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MS,22,88866.77,24642.32,19880.86
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",OK,22,202636.27,35879.45,27825.09
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",AZ,23,117057.57,36089.04,23997.39
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",KS,23,141420.57,25328.74,20601.91
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",OR,23,126158.78,40598.78,37211.78
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",CT,24,118703.79,33310.88,24381.96
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",IA,27,88373.74,27100.52,21468.93
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NE,29,102111.38,23091.28,21089.86
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NJ,30,179540.93,32515,28777.4
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",KY,34,128509.97,30753.18,25930.18
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",SC,35,134791.97,34640.46,30366.46
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",WI,35,96180.17,30398.29,23616.97
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",LA,38,97670.84,27119.74,23243.84
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",WA,38,120831.66,32320.66,28148.05
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",VA,42,138245.71,34899,29571.21
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",AL,43,113198.7,21792.49,19613.14
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",TN,43,100984.26,22986.28,20827.26
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MD,44,60511.48,55967.77,52336.8
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MN,47,99527.38,33486.51,28102.83
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",OH,52,108722.1,26912.54,23682.77
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",IN,55,99905.45,24925.53,22141.29
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MA,58,99385.38,36415.24,33885.38
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MO,64,116260.63,26675.52,22847.92
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",GA,69,96443.16,25694.09,21814.93
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MI,84,92096.49,34738.68,25513.31
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NC,87,78484.79,28440.05,22212.8
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",IL,90,120252.28,29467.48,25978.76
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NY,90,133786.02,36530.04,30489.34
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",TX,102,128362.02,32078.08,22863.74
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",FL,115,174332.23,27620.31,23001.18
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",CA,123,239504.5,43300.95,38495.95
"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",PA,128,172529.08,30457.02,24204.66
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",IA,11,54544.18,15404.27,14034.45
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",LA,12,85172.17,20300,17035.83
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",WA,12,70866.5,20602.17,17596.75
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",AR,14,53372.71,16211.86,13879.57
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MN,14,52527.43,21370.64,14911.29
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",VA,16,85416.56,18072.38,13194.19
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MO,18,70091,15362.61,12947.94
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",GA,20,61783.85,15352.25,13553.3
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",AL,21,87836.52,13842.62,12660.52
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MA,21,54214.38,21287.24,19509.1
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",IN,22,76112.95,15772.64,13136.91
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",OH,23,81784.04,17681.48,14783.04
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",NC,24,47941.92,18553.88,12536.63
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MD,27,38952.89,35982.07,33945.15
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MI,27,57999.59,18930.89,15038.74
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",NY,30,64641.17,22053.57,18754.67
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",IL,34,62294.53,20760.38,16053.59
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",CA,42,185140.05,32171.64,26779.98
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",PA,45,125840.11,22260.71,15995.6
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",TX,47,76230.66,20902.64,14448.89
"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",FL,48,109453.83,17332.13,13036.1
014 - ALLOGENEIC BONE MARROW TRANSPLANT,KY,11,556480.18,131906.18,96480.45
014 - ALLOGENEIC BONE MARROW TRANSPLANT,AL,14,571657.36,106592.21,103894.43
014 - ALLOGENEIC BONE MARROW TRANSPLANT,CT,14,288396.93,159285.14,70478.5
014 - ALLOGENEIC BONE MARROW TRANSPLANT,IA,14,349851.36,101687.79,96699
014 - ALLOGENEIC BONE MARROW TRANSPLANT,FL,17,410454.24,115057.76,80107.88
014 - ALLOGENEIC BONE MARROW TRANSPLANT,GA,19,237404.74,90576.79,78791.79
014 - ALLOGENEIC BONE MARROW TRANSPLANT,KS,20,415616.55,82294.15,80829.6
014 - ALLOGENEIC BONE MARROW TRANSPLANT,AZ,22,329657.32,102598.5,79791.73
014 - ALLOGENEIC BONE MARROW TRANSPLANT,OR,22,248517,121796.5,98138.27
014 - ALLOGENEIC BONE MARROW TRANSPLANT,NC,23,314886.09,114743.83,98210.3
014 - ALLOGENEIC BONE MARROW TRANSPLANT,CO,24,663320.88,124155.96,106488.79
014 - ALLOGENEIC BONE MARROW TRANSPLANT,TN,25,214790.24,78346.48,75710.52
014 - ALLOGENEIC BONE MARROW TRANSPLANT,OH,26,350371.88,107881.42,80057.19
014 - ALLOGENEIC BONE MARROW TRANSPLANT,VA,29,402989.93,129866.97,101184.86
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MD,32,137147.88,126418.25,122538.13
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MN,32,418077.91,131767.41,121722.28
014 - ALLOGENEIC BONE MARROW TRANSPLANT,WI,35,302528.86,110130.86,87206.37
014 - ALLOGENEIC BONE MARROW TRANSPLANT,NJ,40,452364.53,97887.6,91667.93
014 - ALLOGENEIC BONE MARROW TRANSPLANT,NY,40,437219.73,139467.88,105379.43
014 - ALLOGENEIC BONE MARROW TRANSPLANT,PA,47,559386.06,118770.09,97369.66
014 - ALLOGENEIC BONE MARROW TRANSPLANT,IL,52,444874.85,130446.19,105715.35
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MI,53,304646.7,108385.49,92887.06
014 - ALLOGENEIC BONE MARROW TRANSPLANT,TX,59,395653.86,100717.73,84083.15
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MO,61,343622.13,114245.54,92494.72
014 - ALLOGENEIC BONE MARROW TRANSPLANT,CA,66,652221.03,157475.76,127236.65
014 - ALLOGENEIC BONE MARROW TRANSPLANT,MA,94,330250.26,128231.6,112925.31
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MS,11,236826.91,61224.18,51937.18
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NH,11,134115.27,53671.73,49782.55
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,LA,16,271765.38,56793.81,38897.81
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,OK,17,237728.29,64202.12,37269.35
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,KY,19,212263.53,54466.37,37499.47
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,SC,19,90036.11,43987.11,40345.37
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,UT,20,168217.9,58063.5,48558.2
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MD,27,65301.15,60354.33,54979.59
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,TN,28,123571.75,36621.32,34364.71
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,IA,29,197635.86,65675.93,45630.24
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NE,29,206160.52,49972.79,45193
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,OR,29,155725.55,61242.41,52566.83
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,WA,31,196742.87,62727.9,49559.71
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MN,42,105779.33,57475.26,47530.93
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,IN,43,215512.95,54698.05,45464.26
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,AL,44,282463.45,60440.84,41925.89
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,AR,44,253249.68,77759.45,63910.14
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,CO,45,283004.89,49497.6,43652.22
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,VA,45,205423.89,66685.69,39272.04
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,OH,47,186145.17,57906.36,33891.06
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MO,52,131142.88,45669.35,40113.94
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,WI,53,151775.79,55183,41286.04
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NC,57,127877,53493.14,42937.02
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,AZ,58,158908.53,49487.53,36447.24
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,KS,64,200840.31,40273.56,38457
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,FL,65,216558.25,58882.72,40503.42
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MI,79,145929.77,52140.81,44441.86
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,GA,81,132984.8,50563.72,39067.73
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,MA,83,209498.87,64810.78,57687.48
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NJ,95,195423.18,48721.29,45511.55
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,PA,106,245306.64,65639,45671.3
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NY,112,257990.66,74731.45,57641.71
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,IL,138,163759.07,53650.85,45694.59
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,CA,139,386496.83,75610.13,62407.89
016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,TX,142,236246.81,46788.38,37198.96
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,AZ,11,60809.36,25585.55,23923.09
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,SC,12,65202.92,32249.58,29305.58
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,GA,13,82297.69,31085.46,27988.62
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,TX,15,149902.07,29522.27,25944.2
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,MN,20,81619.9,41967.95,27932
017 - AUTOLOGOUS BONE MARROW TRANSPLANT W/O CC/MCC,PA,21,175750.1,43773.14,28867.48
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,DE,11,272456.09,114512.45,82390
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,ME,11,181518.91,85654.91,62076.45
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NV,11,410313.27,66088.91,60301.82
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MS,12,170673.08,69646.25,63411.08
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,UT,12,222047.42,86891.83,81015.08
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,DC,13,407924.15,95980.69,88113.38
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,IA,13,188241.69,74809.92,72306.46
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,KY,13,347973.38,73644.08,63519.69
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,LA,14,256319.29,75449.36,67371.21
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,KS,15,383724.8,67887.13,66725.67
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,OR,16,249992.94,90450.5,75894.75
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,AZ,18,393976.11,78428.11,74905.22
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,WI,18,218717.39,72317.5,68123.72
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,AR,19,242280.95,58061.63,56044.89
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,CT,19,340918.89,92680.16,88709.63
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,SC,22,249663.05,78873.5,65940.68
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,IN,23,259844.78,65078.65,62303.61
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,OK,23,427233.7,72125.3,67681.09
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MD,27,140815.85,130154.22,123049.3
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,CO,28,613945.25,88178.54,75591.68
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MN,28,272420.46,83853.96,74806.46
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,AL,32,276468.16,60361.53,59058.94
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MA,32,266204.06,93217.53,89203.56
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,VA,33,217421.94,69488.91,64536.33
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,GA,34,249226.76,70646.97,68716.94
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MO,37,260052.35,69635.51,68022.62
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,MI,38,249522.05,86786.97,75057.16
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,WA,40,448088.7,115290.95,97439.28
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,TN,41,257814.46,59894.02,56627.85
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NJ,46,463219.37,92068.3,72113.83
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,OH,50,333367.2,89252.24,66554.92
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,PA,50,412233.48,82036.88,65928.92
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NC,52,228133.12,73886.52,66850.02
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,NY,54,289936.72,96107.61,75241.72
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,IL,59,330155.86,82111.59,77815.9
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,FL,70,327555.03,67106.51,62370
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,TX,86,327038.87,66506.42,57650.12
020 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC,CA,138,579066.64,108952.85,99084.81
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,MN,11,160207,53489.55,50830.36
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,WA,11,379323.36,92490.55,88575.45
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,NC,13,164330,52346.77,45231.92
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,OH,13,174067.54,54682.77,50051.85
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,PA,13,365515.85,64894.46,55427.62
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,NJ,16,335406.88,65334.38,55674.31
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,FL,19,205453.89,48049.79,45590.53
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,IL,21,207031.24,61370.67,49371.95
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,TN,23,194262.26,45524.22,41755.35
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,NY,25,269037.08,81244.4,69441.6
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,TX,25,280450.16,49664.24,43702.4
021 - INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC,CA,33,373647.7,71242.79,68934.03
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,MT,14,112648.71,36573.36,35494.86
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,SD,19,145163.32,47350.21,32132.95
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NH,21,121156.14,50736.62,44803.71
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NM,24,95392.63,47447.21,44401.54
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,ID,26,102847.35,35125.12,34024.38
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,RI,28,133246.14,49164.43,42181.14
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,ME,34,131385.03,42484.44,40205.62
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NE,38,132209.03,40234.71,36506.66
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,ND,39,104381.18,33772.41,32402.15
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,WV,42,112564.86,38357.26,35068.19
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,DE,43,108166.91,42439.37,33033.23
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,DC,44,189168.3,50114.36,43168.11
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NV,46,261061.98,39684.37,35076.2
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,KS,57,173618.42,37786.09,30762.89
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,CT,61,149615.51,48011.48,41958.43
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,AR,64,109883.55,32982.19,28736.39
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,UT,64,102853.53,36669.5,32506.39
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,IA,68,150797.31,60402.04,58653.34
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,OR,73,125391.11,47789.52,44665.1
023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,MS,75,131782.03,36501.73,31330.61
