,DRG Definition,Provider State, Total Discharges ,Average Covered Charges,Average Total Payments,Average Medicare Payments,Percent Actually Paid,Percent Covered by Medicare
157,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,MD,34,190772.41,175894.56,169998.09,0.07798743015302897,0.8911041696228506
158,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,IL,36,543389.11,122175.17,100965.83,0.7751608051180857,0.18580760663385398
159,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,OH,36,469818.94,93281.33,86793.11,0.8014525978880289,0.18473735860882917
160,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,AZ,38,317578.45,99759.5,67021.58,0.685874466608172,0.21103944552912832
161,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,GA,38,378843.34,87951.79,66309.24,0.7678412665245746,0.17503076601531387
162,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,TN,38,317177.84,81200.95,67879.55,0.7439892080733005,0.21401101035305617
163,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,LA,40,380226.3,84321.43,68426.35,0.7782335677463658,0.17996216989724279
164,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,MN,48,379356.98,139164.21,93613.4,0.6331576395404667,0.246768624107035
165,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,MA,52,378054.27,115629.29,99958.54,0.6941463192572855,0.26440262134851694
166,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,PA,57,747678.07,118177.23,93941.4,0.8419410241629797,0.12564418266273344
167,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,NY,62,565864.42,148182.05,112386.74,0.7381315298106215,0.19861072021457013
168,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,TX,100,488396.83,108175.53,80286.65,0.7785089432296275,0.16438814723674597
169,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,FL,107,438347.21,100430.64,76983.23,0.770887922384632,0.1756215808924619
170,005 - LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT,CA,142,1148447.99,205060.69,182133.03,0.8214453838697563,0.15859057753237915
171,006 - LIVER TRANSPLANT W/O MCC,AZ,11,218226.55,45785.36,30277.82,0.7901934480474535,0.13874489607245316
172,006 - LIVER TRANSPLANT W/O MCC,GA,12,211756.58,51300.67,32165.08,0.7577375399621583,0.15189648416120058
173,006 - LIVER TRANSPLANT W/O MCC,MN,12,204609.5,51270.0,37368.58,0.7494251244443684,0.18263365093018655
174,006 - LIVER TRANSPLANT W/O MCC,SC,12,233830.67,51337.58,34758.42,0.7804497587934038,0.14864782280271444
175,006 - LIVER TRANSPLANT W/O MCC,NC,13,232251.46,38974.46,34484.46,0.8321885253164825,0.14847898049812044
176,006 - LIVER TRANSPLANT W/O MCC,IN,14,483341.5,39838.79,36932.57,0.9175763099175221,0.07641092271199555
177,006 - LIVER TRANSPLANT W/O MCC,OH,15,260718.33,57737.27,30392.47,0.7785454133585468,0.11657204923029386
178,006 - LIVER TRANSPLANT W/O MCC,IL,16,318006.56,42508.69,39456.44,0.8663276317318737,0.12407429582584713
179,006 - LIVER TRANSPLANT W/O MCC,TN,18,284272.67,49143.61,32420.11,0.8271250978857729,0.11404582086628308
180,006 - LIVER TRANSPLANT W/O MCC,MD,19,129031.16,118892.53,117438.37,0.07857505117368552,0.9101551129200108
181,006 - LIVER TRANSPLANT W/O MCC,MI,21,252410.19,58246.29,36892.0,0.7692395461530297,0.1461589169597313
182,006 - LIVER TRANSPLANT W/O MCC,NY,23,376225.3,86210.13,48705.87,0.770855043507175,0.12945931600027963
183,006 - LIVER TRANSPLANT W/O MCC,MA,26,251907.12,52863.04,42124.54,0.790148686547645,0.16722250645396605
184,006 - LIVER TRANSPLANT W/O MCC,CA,28,482425.18,66103.57,54775.86,0.8629765345167099,0.11354270521285809
185,006 - LIVER TRANSPLANT W/O MCC,FL,28,265634.11,40567.93,31652.54,0.8472789130883831,0.1191584168162741
186,006 - LIVER TRANSPLANT W/O MCC,PA,34,408374.5,79556.12,35903.0,0.8051883259116326,0.08791685083177328
187,006 - LIVER TRANSPLANT W/O MCC,TX,39,277213.23,49201.13,33822.97,0.8225152168963942,0.12201066305529502
188,007 - LUNG TRANSPLANT,WA,13,635236.54,166742.38,145532.54,0.73751135285763,0.22909976179896704
189,007 - LUNG TRANSPLANT,OK,14,444831.21,67133.07,62345.93,0.8490819248046917,0.1401563752687227
190,007 - LUNG TRANSPLANT,VA,16,561286.75,124991.38,105672.56,0.7773127906546876,0.18826840291526567
191,007 - LUNG TRANSPLANT,NC,18,460998.39,90537.39,82342.83,0.8036058433956786,0.17861847630313848
192,007 - LUNG TRANSPLANT,MD,20,185836.65,171216.35,170033.35,0.07867285597324311,0.9149613383581765
193,007 - LUNG TRANSPLANT,MO,22,253602.27,73557.32,72069.55,0.7099500726077885,0.28418337895792495
194,007 - LUNG TRANSPLANT,MI,23,333874.43,102094.7,73729.52,0.6942122821445176,0.22083008872527315
195,007 - LUNG TRANSPLANT,MA,24,553041.46,128508.96,101033.21,0.7676323218154385,0.18268650238266046
196,007 - LUNG TRANSPLANT,IL,29,483920.21,128100.83,81157.1,0.7352852239835158,0.16770760617747293
197,007 - LUNG TRANSPLANT,MN,29,477614.79,136872.31,81219.24,0.713425310803294,0.1700517691254913
198,007 - LUNG TRANSPLANT,OH,33,451395.94,96626.09,70614.3,0.785939390593544,0.15643539018095734
199,007 - LUNG TRANSPLANT,FL,42,535871.02,106016.62,72468.24,0.8021601914580117,0.1352344823573404
200,007 - LUNG TRANSPLANT,AZ,43,596857.51,86441.05,82149.0,0.8551730546206916,0.13763586555189697
201,007 - LUNG TRANSPLANT,CA,58,693822.69,127400.53,117951.55,0.8163788359242041,0.17000243967230305
202,007 - LUNG TRANSPLANT,PA,76,954782.51,122131.41,86638.42,0.872084575575227,0.09074152395187884
203,007 - LUNG TRANSPLANT,TX,99,456968.8,100726.63,72830.78,0.7795765706542765,0.15937801442899385
204,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,IN,12,566177.17,48807.67,42695.0,0.9137943516867697,0.07540925749443411
205,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,PA,13,619953.85,63239.08,40313.31,0.8979938909968863,0.0650263080066363
206,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,LA,14,342827.29,54343.93,38999.57,0.8414830686320217,0.11375865089386554
207,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,NC,14,283082.57,84616.0,24274.93,0.7010907453609737,0.08575211818940318
208,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,WA,14,417235.79,80888.07,47718.93,0.8061334335676237,0.11436921554596263
209,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,AZ,15,296784.0,58768.07,31547.6,0.8019836985821338,0.10629818319046848
210,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,OH,19,375930.58,54240.68,40073.79,0.8557162335663143,0.10659890983063948
211,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,GA,20,310017.85,50967.75,47270.7,0.835597369635329,0.15247734928811357
212,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,NY,22,367052.32,71883.27,61020.95,0.804160698398528,0.16624591829306512
213,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,MN,24,323207.67,75069.33,38790.46,0.7677365453610676,0.12001713944474152
214,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,WI,25,342518.6,73678.44,39398.0,0.7848921489227154,0.11502441035318958
215,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,IL,26,362203.65,72501.42,44709.08,0.7998324423290599,0.12343630441051602
216,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,FL,28,419201.25,79989.0,44097.5,0.8091871147807884,0.10519410426376352
217,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,CA,34,603811.85,70262.0,49570.74,0.8836359372542953,0.08209633514148489
218,008 - SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,TX,38,372349.55,43695.76,37861.32,0.8826485489239883,0.10168219620515186
219,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NM,11,107035.73,49067.27,43878.64,0.5415804610292283,0.4099438570652996
220,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",AR,13,101022.08,32098.77,29693.77,0.6822598584388679,0.2939334648425374
221,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MS,13,101448.54,30562.62,27988.46,0.6987377048501635,0.2758882483671032
222,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",KS,15,117587.13,30721.0,29864.2,0.7387384146547331,0.2539750736326331
223,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",UT,15,135504.4,47251.8,42754.27,0.6512895522211825,0.31551942224754326
224,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",OR,17,131271.65,56877.06,44145.71,0.5667224415934439,0.3362927943695383
225,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",AZ,21,133058.24,47353.33,32724.38,0.6441157646456168,0.24594027397326165
226,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",CO,22,250498.36,43752.95,38384.45,0.8253363814437746,0.1532323405231076
227,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",OK,24,279324.83,47281.58,44430.29,0.8307290476109839,0.15906315954797143
228,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",IA,28,104284.32,36541.93,34213.04,0.6495932466165576,0.32807463288824246
229,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",CT,29,140591.48,42245.07,34205.38,0.6995189893441622,0.24329625095347168
230,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MN,31,129849.55,44674.52,38875.65,0.6559516763823979,0.2993899478280826
231,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NJ,31,204526.84,41449.39,37022.26,0.7973400948256963,0.18101418865123034
232,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",WI,31,121308.9,37862.9,33962.06,0.6878802791880892,0.2799634651703214
233,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",AL,33,170039.21,36764.21,34982.36,0.7837898094210154,0.20573113695364736
234,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MD,34,69694.32,64268.18,62404.0,0.07785627293587205,0.8953957797421654
235,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",KY,35,108022.37,35498.2,28337.46,0.6713810296885728,0.2623295526658043
236,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",GA,36,140089.75,38084.19,32003.03,0.7281443503182781,0.22844662082700554
237,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",LA,41,141037.02,40948.24,35140.44,0.7096631792135143,0.24915756161041977
238,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",IN,45,127512.27,35035.09,30930.64,0.7252414218647351,0.2425699111152205
239,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",SC,47,164909.21,45388.74,40167.32,0.7247652814539589,0.24357232685791172
240,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",VA,48,149324.38,50159.79,33251.69,0.6640884094077605,0.222680917878246
241,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",WA,48,188163.71,48816.94,41628.31,0.7405613441614219,0.22123453029279663
242,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",TN,50,191521.12,40109.32,37415.44,0.7905749506895113,0.19535934209240216
243,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MO,55,125335.49,37623.96,33563.38,0.6998139952219439,0.2677883175786842
244,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MA,56,113718.98,47221.3,40595.39,0.5847544534782144,0.35697989904587607
245,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NC,68,98677.28,37509.07,31906.21,0.6198813951904633,0.3233389692135819
246,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",MI,69,120080.91,43689.81,37911.48,0.6361635667151423,0.315716128400426
247,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",PA,80,247969.8,47374.66,38414.23,0.8089498801870227,0.1549149533531906
248,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",OH,86,152809.63,40716.78,32069.36,0.7335457195989546,0.20986478404535105
249,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",IL,94,166262.91,45194.69,38178.06,0.728173349065044,0.22962463486294085
250,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",NY,101,220870.31,55783.33,49800.23,0.7474385307830644,0.2254727219787938
251,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",FL,103,202250.22,39194.14,33782.98,0.8062096545556292,0.16703556614178222
252,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",TX,109,186178.07,40345.98,35063.87,0.7832935962866088,0.18833512453964102
253,"011 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",CA,131,358111.53,67659.56,59405.15,0.8110656755452694,0.1658844941406941
254,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",WV,11,97027.55,31192.73,26762.36,0.6785167717828596,0.2758222793423105
255,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",UT,13,82806.31,27529.0,24164.69,0.6675494898879083,0.291821843045536
256,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",CO,15,215988.27,32437.13,28485.2,0.8498199462405991,0.13188308791028328
257,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NE,18,100855.0,26024.67,19367.56,0.7419595458827029,0.19203371176441428
258,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",AZ,19,131398.26,40626.32,29071.53,0.6908153882707426,0.2212474503087027
259,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",KS,21,164829.9,25071.9,21039.14,0.8478922816794768,0.12764152620368027
260,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",OK,21,188431.57,28787.0,25735.9,0.8472283598762139,0.13657955511382727
261,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",IA,22,83178.14,27204.09,25308.36,0.6729418330344968,0.30426696244950896
262,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",WI,27,99138.74,32418.3,26365.26,0.6730006857057089,0.2659430612089683
263,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",OR,28,124694.32,40846.93,35463.14,0.6724234913025711,0.2844006046145486
264,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",AR,29,66573.38,24250.31,21997.14,0.6357356348738791,0.3304194559447034
265,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",CT,29,124811.72,32259.14,29786.21,0.7415375735547912,0.23864914288497907
266,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",SC,30,157089.33,43737.3,36006.73,0.7215768887676839,0.2292118121580887
267,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",KY,31,134252.48,32228.06,25641.52,0.7599443973027538,0.1909947585325798
268,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MS,31,77355.42,25883.55,22543.23,0.6653944869021459,0.29142405276837746
269,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",TN,32,145866.28,26338.53,23121.91,0.8194337306744232,0.15851442842033128
270,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",WA,32,148750.09,48741.0,31701.22,0.6723296100190594,0.21311731643322032
271,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MN,38,83728.45,34908.74,28087.71,0.5830719426909252,0.33546196065972794
272,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NJ,39,148664.46,33357.72,28434.64,0.7756173869665958,0.19126723360781722
273,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",VA,39,108939.1,30330.87,25046.38,0.7215795797835672,0.22991175803728872
274,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",AL,44,111025.89,26201.57,19495.57,0.764004864090709,0.17559480946290995
275,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",IN,44,116702.7,27516.23,21202.0,0.7642194225155031,0.18167531685213795
276,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",LA,49,108138.57,32462.49,26770.31,0.6998065537578313,0.24755561313599764
277,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MD,57,66948.54,61979.75,55668.02,0.07421804866842495,0.8315046153358984
278,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MO,57,97612.14,24562.65,22495.3,0.7483648038041169,0.23045596582556227
279,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MA,62,110640.74,37476.0,34778.5,0.6612820919310555,0.3143371962262725
280,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",OH,70,144344.79,28220.7,24887.63,0.8044910384365103,0.17241793070605457
281,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",GA,71,109274.31,26742.07,23322.55,0.7552757825695718,0.21343122642458232
282,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",TX,76,121362.82,28234.83,22953.8,0.7673518957453361,0.18913370668216178
283,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NC,80,91442.13,30881.5,22660.31,0.6622836760254819,0.2478103911184046
284,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",MI,83,84963.88,31100.24,25304.8,0.6339592777542645,0.2978300896804618
285,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",NY,96,133973.73,36578.94,29330.77,0.7269693095803185,0.21892926322197642
286,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",IL,99,124594.25,32342.13,26799.96,0.7404203645031773,0.21509788774361577
287,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",FL,113,179078.04,27460.44,24688.94,0.8466565749770324,0.13786693220452936
288,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",PA,116,200029.49,34200.51,25506.13,0.8290226606086932,0.12751184837795668
289,"012 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",CA,125,262962.66,47793.9,39102.93,0.8182483398973831,0.14870145441942215
290,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",WI,11,60949.36,21696.09,14592.73,0.6440308807180256,0.239423843006719
291,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",SC,12,50372.42,15081.17,12231.5,0.7006066017872479,0.24282136931281048
292,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",AR,13,51801.85,17482.62,14787.31,0.6625097366213755,0.2854591100510889
293,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",KY,13,68726.54,17724.77,15058.15,0.7420971578083225,0.21910240207058293
294,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MA,13,63010.08,22983.62,20728.15,0.635238996681166,0.32896561946913894
295,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",TN,13,73570.85,17130.15,12175.23,0.7671611786461622,0.16548986453194436
296,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",OK,14,91137.43,18474.29,13305.21,0.7972919578706574,0.145990620977572
297,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",GA,15,51067.87,16486.13,12289.07,0.677172163240801,0.24064191437786614
298,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",OH,15,86701.07,16770.73,14177.27,0.8065683618437466,0.16351897387194875
299,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",OR,15,95699.47,28890.33,23554.4,0.6981140020942644,0.24612884480969435
300,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",LA,16,86747.94,21345.94,16078.81,0.7539314478245823,0.18535091438482573
301,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MD,17,37852.35,34896.82,33534.71,0.078080489058143,0.8859346909769142
302,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MI,17,71376.47,19299.06,16598.24,0.72961593645637,0.23254498296147177
303,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",AL,19,64689.58,13953.53,11377.84,0.7843001917774084,0.17588365854284416
304,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",IN,19,80972.63,15289.89,13370.11,0.8111721207524073,0.16511888029325464
305,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",WA,19,81912.68,22607.37,17753.16,0.7240064663981206,0.21673274516228747
306,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",NJ,21,116136.29,22256.95,18012.33,0.808354907841468,0.1550964819007048
307,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",VA,24,84723.92,19524.46,15059.29,0.7695519754043486,0.1777454348193521
308,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",NC,25,58309.24,18657.8,14779.92,0.6800198390512379,0.2534747494565184
309,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MN,26,59162.35,20702.62,18177.42,0.6500710333514472,0.3072464160061255
310,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",MO,26,89065.88,18456.08,14552.46,0.7927817027126437,0.16338984131746073
311,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",IL,29,84923.03,22043.52,19513.76,0.7404294217952421,0.2297817211656249
312,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",NY,30,77276.47,24222.83,19066.73,0.6865432647221075,0.24673396701479763
313,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",FL,38,163242.05,17146.08,15569.71,0.8949652984632329,0.09537805975849972
314,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",TX,44,83633.39,18081.3,14372.93,0.78380285672983,0.17185636024080814
315,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",CA,45,180327.47,31137.09,23826.87,0.8273303008132926,0.13213111679546105
316,"013 - TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",PA,53,123968.25,20221.23,15582.89,0.8368837988759219,0.12570065319144216
317,014 - ALLOGENEIC BONE MARROW TRANSPLANT,NE,12,231045.58,82765.08,79809.58,0.6417802928755443,0.3454278588666358
318,014 - ALLOGENEIC BONE MARROW TRANSPLANT,UT,12,342512.33,120397.33,93361.83,0.6484876033513888,0.27257947181054765
319,014 - ALLOGENEIC BONE MARROW TRANSPLANT,VA,12,353435.0,105330.25,91366.67,0.7019812695403681,0.25851053234682475
320,014 - ALLOGENEIC BONE MARROW TRANSPLANT,WA,14,259561.29,119275.5,82467.43,0.5404726952928921,0.31771852420674895
321,014 - ALLOGENEIC BONE MARROW TRANSPLANT,TN,15,305225.93,87171.4,78043.4,0.71440368778629,0.2556905961429948
322,014 - ALLOGENEIC BONE MARROW TRANSPLANT,FL,18,376263.44,103390.78,79835.22,0.7252170447386544,0.21217905199612272
323,014 - ALLOGENEIC BONE MARROW TRANSPLANT,OR,18,206646.39,109359.06,100744.94,0.47079133586606575,0.48752334846014
324,014 - ALLOGENEIC BONE MARROW TRANSPLANT,IN,20,522874.25,108207.7,103325.5,0.7930521535531727,0.19761061096429974
325,014 - ALLOGENEIC BONE MARROW TRANSPLANT,OH,20,524779.15,124647.1,112715.45,0.7624770343867512,0.2147864487375308
326,014 - ALLOGENEIC BONE MARROW TRANSPLANT,NJ,22,379551.18,99336.23,95215.82,0.7382797492554233,0.2508642444478766
327,014 - ALLOGENEIC BONE MARROW TRANSPLANT,AZ,24,345364.92,115708.92,77396.5,0.6649662044425357,0.22410064114212874
328,014 - ALLOGENEIC BONE MARROW TRANSPLANT,GA,28,317016.79,109713.0,99513.46,0.6539205384042908,0.3139059606275113
329,014 - ALLOGENEIC BONE MARROW TRANSPLANT,CO,32,676823.13,130288.69,104153.0,0.8074996491328539,0.15388510732486343
330,014 - ALLOGENEIC BONE MARROW TRANSPLANT,MO,32,345618.38,105391.63,94019.41,0.695063584292016,0.2720324364693799
